date,value,unit,source,published_at,vintage,indicator_code,indicator_name
2017-10-31,1538050,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2017-11-30,1356378,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2017-12-31,1427425,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-01-31,1472666,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-02-28,1243621,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-03-31,1566183,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-04-30,1530406,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-05-31,1291627,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-06-30,1129515,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-07-31,1196653,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-08-31,1099739,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-09-30,1619317,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-10-31,1578263,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-11-30,1375406,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2018-12-31,1383307,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-01-31,1680786,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-02-28,1323991,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-03-31,1619110,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-04-30,1653881,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-05-31,1714719,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-06-30,1396296,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-07-31,1486485,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-08-31,1736300,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-09-30,1409089,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-10-31,1641973,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-11-30,1405638,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2019-12-31,1396157,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-01-31,1213539,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-02-29,1082417,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-03-31,1184702,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-04-30,1236478,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-05-31,1369351,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-06-30,1706597,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-07-31,1783284,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-08-31,1578075,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-09-30,1612155,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-10-31,1674304,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-11-30,1303271,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2020-12-31,1624692,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-01-31,947392,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-02-28,900558,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-03-31,1189859,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-04-30,1350777,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-05-31,1268424,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-06-30,1418494,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-07-31,1402315,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-08-31,1167188,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-09-30,1611518,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-10-31,1420574,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-11-30,1465518,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2021-12-31,1414566,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-01-31,1155826,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-02-28,1111507,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-03-31,1281461,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-04-30,1068238,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-05-31,1369714,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-06-30,1193917,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-07-31,1321343,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-08-31,1298184,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-09-30,1419235,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-10-31,1505769,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-11-30,1513031,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2022-12-31,1473846,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-01-31,1136027,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-02-28,1126127,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-03-31,1487836,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-04-30,1087541,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-05-31,1079235,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-06-30,1171739,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-07-31,1354336,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-08-31,1221848,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-09-30,1211294,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-10-31,1480686,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-11-30,1406462,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2023-12-31,1364184,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-01-31,1349479,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-02-29,1024539,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-03-31,1329120,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-04-30,1236523,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-05-31,1385079,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-06-30,1210309,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-07-31,1698536,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-08-31,1532905,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-09-30,1559868,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-10-31,1744265,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-11-30,1490293,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2024-12-31,1341936,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-01-31,1179874,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-02-28,996463,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-03-31,1005664,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-04-30,1104359,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-05-31,1407603,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-06-30,1260957,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-07-31,1328798,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-08-31,1326991,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-09-30,1429575,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-10-31,1687495,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-11-30,1213150,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2025-12-31,1331850,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-01-31,1453143,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-02-28,1075944,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-03-31,1509953,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-04-30,1292568,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-05-31,1133879,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-06-30,1215850,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
2026-07-31,1392178,tonnes,Malaysian Palm Oil Board,2026-08-10,2026-08-17,S5022955,马来西亚:出口数量:棕榈油
